Item URL,Name,Price,Brand,Sizes,SKU,Categories,Description,All images URLs
https://superkicks.in/product/air-max-90-se-black-scream-green/,AIR MAX 90 SE ‘ BLACK / SCREAM GREEN ‘,11895,Nike,"5-5, 6, 6-5, 7, 7-5, 8, 8-5, 9, 9-5, 10, 11",DN4155-001,"Footwear, New Arrivals, Sneakers","Max Air changed the game in ’87. Now, we honour its emerald anniversary (35 years!) with the Nike Air Max 90 SE. Emerald graphics and colours highlight this big landmark, while its classic Waffle outsole and exposed Air cushioning keep you living the legacy in comfort.","https://superkicks.in/wp-content/uploads/2022/03/3-4.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/03/1-4.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/03/4-4.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/03/2-3.jpg?x44010"
https://superkicks.in/product/disruptor-ii-110yr-collection-2/,DISRUPTOR II 110YR COLLECTION,8999,Fila,"3, 4, 5, 6, 7",11009438,"Footwear, New Arrivals, Sneakers",Your passport to having fabulously fashionable kicks. Chunky sneakers that offer superior styling.,"https://superkicks.in/wp-content/uploads/2022/02/4-29-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/fila-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/fila2.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/fila3.jpg?x44010"
https://superkicks.in/product/ivy-park-slides/,IVY PARK SLIDES,7599,adidas originals,"5, 7, 9, 11",GX7102,"Footwear, New Arrivals, Slides and Sandals","These adidas x IVY PARK slides are all about ease. Slip in and feel the comfort. Super lightweight, they have a smooth leather upper done up in solid red for a bold finish to any look.","https://superkicks.in/wp-content/uploads/2022/02/4-33.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/2-33.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/1-2-11.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/3-32.jpg?x44010"
https://superkicks.in/product/gel-lyte-iii-og-misty-pine/,GEL-LYTE III OG MISTY PINE,8999,Asics,"8, 10, 11",1201A164.300,"Footwear, Sneakers","Celebrating the 30th anniversary of the GEL-LYTE™ III OG running shoe, the sneaker emerges once again with its original shape and construction that it featured in the early 90s. Designed by Shigeyuki Mitsui in 1990, the GEL-LYTE™ III OG silhouette incorporates a split-tongue application that was originally inspired by the GEL-LD RACER™ shoe. Reappearing in an assortment of OG colorways, this shoe also features a suede and leather construction. Additionally, the shoe incorporates its signature GEL® technology cushioning unit in the heel to improve shock absorption and help deliver lasting comfort.","https://superkicks.in/wp-content/uploads/2022/01/2-3.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/4-3.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/1-3.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/3-3.jpg?x44010"
https://superkicks.in/product/forum-low-south-park/,FORUM LOW X SOUTH PARK ‘ CARTMAN ‘,9999,Adidas,"7, 8, 9, 10, 11",GY6493,"Footwear, Sneakers","A big-boned iteration of the adidas Forum Low, this lowtop features an elaborate red leather upper with yellow and turquoise details that refer to Cartman’s headgear, as well as three side bands in black. Additional branding on the tongue and strap, as well as a white sole and a black outsole, complete the makeover. This pair comes with co-branded insoles and special-edition packaging.","https://superkicks.in/wp-content/uploads/2022/01/4-4-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/2-5-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/2-4-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/1-4-1.jpg?x44010"
https://superkicks.in/product/nike-dunk-high-se-camo-black-royal/,DUNK HI SE ‘ HYPER ROYAL ‘,10295,Nike,"6, 7, 8, 9, 10, 11, 12",DD3359-001,"Basketball, Footwear, Sneakers","Go full throttle in the Nike Dunk Low High Retro.It brings motocross-inspired details like bold branding, reflective accents and fresh materials to the wardrobe favourite.Crisp leather, bright panels and flashy details deliver high-octane energy.","https://superkicks.in/wp-content/uploads/2022/01/4-11.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/2-11.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/3-11.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/1-11.jpg?x44010"
https://superkicks.in/product/blazer-mid-77-purple-glitter/,BLAZER MID ’77 ‘ PURPLE GLITTER ‘,8895,Nike,"5-5, 7-5",DH4399-101,"Footwear, New Arrivals, Sneakers","This offering of the Nike Blazer Mid sports a very simple, traditional design featuring a White leather base with tonal branding throughout, matching leather overlays atop a solid White rubber sole. Highlighting the shoe are Purple glittered Swooshes on the sides.","https://superkicks.in/wp-content/uploads/2022/02/4-12.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/2-13.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/1-13.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/3-12.jpg?x44010"
https://superkicks.in/product/wmns-air-max-90/,WMN’S AIR MAX 90,10295,Nike,"4, 5, 6, 7",DH1316-100,"Footwear, Sneakers","The Nike Air Max 90 returns with an even better feel for you. Cushioning is softer and more flexible, the Max Air unit is tuned for growing feet and the shape gives your toes more wiggle room. With a design and look that are still the same, it brings a ’90s fave to a new generation.","https://superkicks.in/wp-content/uploads/2022/01/3-4-2.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/1-8-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/2-3-2.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/01/4-3-2.jpg?x44010"
https://superkicks.in/product/forum-mid-white-blue/,FORUM MID WHITE / BLUE,9999,adidas originals,"7, 8, 9, 10, 11",FY4976,"Footwear, New Arrivals, Sneakers","Let’s take a moment to honor an icon. Is it the gravity-defying B-ball legend from the ’80s? Or perhaps the status shoe that adorned the feet of rappers? Both, in fact. The adidas Forum shoes have dominated the hardwood and the streets, and they’re back in a mid top version to take your moves to the next level. Slip into the unmistakable style, now in luxurious coated leather, and flaunt that pure class.","https://superkicks.in/wp-content/uploads/2022/02/1-2-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/2-24.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/4-23.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/3-23.jpg?x44010"
https://superkicks.in/product/nmd_r1-core-black/,NMD_R1 ‘ CORE BLACK ‘,12999,adidas originals,"6, 7, 8, 9, 10, 11",GZ7922,"Footwear, New Arrivals, Sneakers","Stand out in the concrete jungle. Inspired by an acclaimed ’80s runner from the adidas archives, these NMD_R1 Shoes provide a sock-like fit with a stretchy and supportive knit upper. Energy-returning Boost cushioning provides all-day comfort, and midsole plugs on the sides stand out as the recognizable mark of iconic NMD style. And if that isn’t enough to draw some attention, the chic colors sure will.","https://superkicks.in/wp-content/uploads/2022/02/2-17-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/1-20.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/4-16-1.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/3-17-1.jpg?x44010"
https://superkicks.in/product/pouchylette-slides-solar-red/,POUCHYLETTE SLIDES ‘ SOLAR RED ‘,5999,adidas originals,"4, 5, 6, 7",GY1009,"Footwear, New Arrivals, Slides and Sandals","Dripping with style, these adidas slides are a daring take on the beloved Adilette. Take them everywhere — one of them has a built-in zip pouch so you can store small essentials while you stroll around town. The paint-drip graphic adds a playful element to the asymmetrical look. Made in part with recycled content generated from production waste, e.g., cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.","https://superkicks.in/wp-content/uploads/2022/02/3-24.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/2-25.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/4-24.jpg?x44010, https://superkicks.in/wp-content/uploads/2022/02/1-2-2.jpg?x44010"
